1,neo,Hatchback,Honda Fit,2024,Yellow,23471.55,b9721be3-bf6a-480e-9783-d24fcb7e0ba9
1,neo,Hatchback,Honda Fit,2024,Yellow,23471.55,4be929c9-0c9f-4519-ae53-cb2df45f7c04
1,neo,Hatchback,Honda Fit,2024,Yellow,23471.55,fda2dbb8-f9d0-4f2c-b8a4-44e13422db10
1,neo,Hatchback,Honda Fit,2024,Yellow,23471.55,500d4b94-624f-4aed-ab3a-c8f76acac3dc
1,neo,Hatchback,Honda Fit,2024,Yellow,23471.55,04ad8b78-8ba8-46d4-81a0-1288176ac730
1,neo,Hatchback,Honda Fit,2024,Yellow,23471.55,d17761f8-8431-4c17-8be0-36c5e2c73818
1,neo,Hatchback,Honda Fit,2024,Yellow,23471.55,04e654e7-a785-4bd7-8d9d-a46766b60854
1,neo,Hatchback,Honda Fit,2024,Yellow,23471.55,ababb183-4285-459a-80f7-acd93e93e7a1
1,neo,Hatchback,Honda Fit,2024,Yellow,23471.55,70d6ca17-d9b6-431b-8d4e-8a510b8c5bf7
1,neo,Hatchback,Honda Fit,2024,Yellow,23471.55,111d8ea1-78e1-4261-824e-9ebba68becf7
2,neo,Sedan,Toyota Camry,2024,Silver,20688.35,96ecb07a-cd6b-439b-afcc-b64e9897420c
2,neo,Sedan,Toyota Camry,2024,Silver,20688.35,1023e19f-1c59-4948-ba59-9e3ef4442e48
2,neo,Sedan,Toyota Camry,2024,Silver,20688.35,88f859cb-912e-471a-b8a7-ed3dbe9dce17
2,neo,Sedan,Toyota Camry,2024,Silver,20688.35,756c0a31-04a6-415a-8329-48ffb1efb1a0
2,neo,Sedan,Toyota Camry,2024,Silver,20688.35,bfc069ee-df93-4543-8317-76e8402689dd
3,neo,SUV,Toyota RAV4,2024,Green,33050.65,5588e2a6-f116-477e-8101-793305f253f0
1,neo,Hatchback,Honda Fit,2024,Yellow,23471.55,54d1434d-5a03-4008-8cc6-654ee18e6c17
4,neo,Sedan,Honda Accord,2024,Blue,27905.26,399a2eeb-4b66-430c-89e6-979f60a38776
4,neo,Sedan,Honda Accord,2024,Blue,27905.26,4480c4c0-7a1a-40d4-907f-689175ddbff1
3,neo,SUV,Toyota RAV4,2024,Green,33050.65,a7d6b2de-9236-4413-bb60-6ee1ae5b33b9
